Bin_ID,Samples,Sample,Day,Treatment,Bin_Size(Mbp),16S,Completeness,Contamination,Strain_Heterogeneity,Percent_community,dRep_cluster,Domain,Phylum,Class,Order,Family,Genus,Species
26_bin.12,P405,26,21,AB,3.234124,x,87.51,0.88,50,2.056534354,74_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,
26_bin.24,P405,26,21,AB,3.357052,NODE_3057_length_10668_cov_5.143235,94.38,3.09,60,0.526370147,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
26_bin.23,P405,26,21,AB,3.979285,x,79.19,5,16.67,0.760998616,75_2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,
26_bin.45,P405,26,21,AB,3.320601,NODE_428_length_36599_cov_15.983544,95.59,0.27,50,1.374829254,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
26_bin.41,P405,26,21,AB,2.805075,x,89.33,5.35,16,0.49657897,78_1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,
26_bin.6,P405,26,21,AB,2.40164,x,68.97,1.72,0,0.830766693,79_1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
26_bin.50,P405,26,21,AB,4.451337,NODE_4653_length_8029_cov_10.368587,81.42,3.76,50,0.610161662,45_7,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,,
27_bin.27,P410,27,21,AF,3.151819,NODE_481_length_31012_cov_6.049976,96.12,0.97,0,0.605094931,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
27_bin.14,P410,27,21,AF,2.33348,x,91.58,0,0,4.465925133,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
27_bin.35,P410,27,21,AF,2.103559,x,61.77,3.21,26.67,0.486414894,18_2,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
27_bin.8,P410,27,21,AF,1.732671,x,53.59,0.73,66.67,0.431574588,81_2,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter_F,
27_bin.30,P410,27,21,AF,7.308163,x,91.92,2.49,7.14,0.606558854,9_1,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,
27_bin.23,P410,27,21,AF,3.241233,x,84.36,0.99,25,0.982493054,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
27_bin.24,P410,27,21,AF,1.900343,x,52.43,1.11,40,0.369808159,95_7,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
27_bin.15,P410,27,21,AF,4.29882,NODE_4_length_240628_cov_29.838105,97.25,3.3,0,3.483668396,55_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
27_bin.22,P410,27,21,AF,4.287405,x,95.39,6.9,23.33,1.070092787,33_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
27_bin.32,P410,27,21,AF,2.589454,NODE_3537_length_9342_cov_17.985969,57.99,4.94,17.65,1.862824551,38_2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
27_bin.38,P410,27,21,AF,2.903573,x,69.15,2.32,30,0.3965278,41_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Tardiphaga,
27_bin.31,P410,27,21,AF,3.235037,x,83.24,7.16,21.95,1.058986904,26_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
27_bin.7,P410,27,21,AF,1.849762,x,58.84,0.58,100,1.654647624,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
27_bin.2,P410,27,21,AF,2.723874,x,84.5,2.04,42.86,2.684186245,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
27_bin.3,P410,27,21,AF,2.771363,x,91,0.67,0,5.330500132,29_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
27_bin.41,P410,27,21,AF,3.162999,x,86.64,1,0,1.008292216,74_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,
27_bin.25,P410,27,21,AF,4.744481,x,51.72,0,0,14.12652427,61_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter sp001298955
27_bin.29,P410,27,21,AF,3.683699,NODE_36_length_104135_cov_10.067376,97.86,0.95,0,1.093579201,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
27_bin.47,P410,27,21,AF,3.130473,x,84.58,7.76,26.92,0.553611408,71_11,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
27_bin.44,P410,27,21,AF,3.295317,x,95.93,0.08,0,2.093795975,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
27_bin.28,P410,27,21,AF,2.643328,x,94.75,1.71,70,0.695217352,79_1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
27_bin.21,P410,27,21,AF,3.487537,x,73.48,4.05,0,0.54092288,45_11,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,,
28_bin.14,P415,28,21,AB+AF,2.797049,NODE_1033_length_19905_cov_4.356768,91.83,0.97,0,0.601555417,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
28_bin.3,P415,28,21,AB+AF,2.453473,x,93.78,0.76,75,4.392056989,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
28_bin.41,P415,28,21,AB+AF,2.85649,x,83.07,2.76,35.71,0.835249215,18_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
28_bin.42,P415,28,21,AB+AF,2.455081,NODE_11667_length_4150_cov_6.453229,69.74,0.49,100,0.595025356,93_14,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Palsa-955,
28_bin.28,P415,28,21,AB+AF,3.243545,x,84.32,0.55,0,1.379722838,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
28_bin.24,P415,28,21,AB+AF,2.819785,x,82.12,1.84,41.67,0.577182238,95_8,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
28_bin.13,P415,28,21,AB+AF,2.315102,x,53.45,0,0,0.518564526,96_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter_A,
28_bin.46,P415,28,21,AB+AF,3.547572,x,95.6,3.3,0,2.090256867,46_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,,,,
28_bin.47,P415,28,21,AB+AF,4.259914,x,97.25,3.3,0,4.330407384,55_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
28_bin.10,P415,28,21,AB+AF,3.191331,x,95.78,3.79,4.35,2.704677375,35_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
28_bin.19,P415,28,21,AB+AF,2.789608,x,63.01,3.73,86.67,1.543992699,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
28_bin.26,P415,28,21,AB+AF,3.806766,x,68.61,0,0,0.654104101,37_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,
28_bin.1,P415,28,21,AB+AF,3.945993,x,91.21,2.25,33.33,1.876891091,33_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
28_bin.9,P415,28,21,AB+AF,2.606327,x,54.59,0.75,33.33,1.858447968,38_2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
28_bin.8,P415,28,21,AB+AF,2.135495,x,75.75,3.76,20,1.107250071,26_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
28_bin.44,P415,28,21,AB+AF,2.345029,x,74.55,1.52,75,7.560346168,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
28_bin.30,P415,28,21,AB+AF,2.697278,x,71.26,1.72,100,2.945527376,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
28_bin.40,P415,28,21,AB+AF,2.872477,x,94.75,1.32,0,9.204337369,29_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
28_bin.37,P415,28,21,AB+AF,2.905793,x,80.94,1.23,60,1.363151315,74_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,
28_bin.25,P415,28,21,AB+AF,6.314164,x,60.69,5.17,66.67,1.188307345,59_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,
28_bin.43,P415,28,21,AB+AF,5.840981,x,52.59,3.45,100,1.811921733,61_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter sp001298955
28_bin.15,P415,28,21,AB+AF,3.472996,x,95.67,2.43,57.14,0.849973946,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
28_bin.38,P415,28,21,AB+AF,3.319014,x,94.79,0.15,0,2.576001418,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
28_bin.39,P415,28,21,AB+AF,2.509558,x,77.07,1.72,0,0.82806377,79_1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
28_bin.33,P415,28,21,AB+AF,4.434172,x,77.36,2.03,33.33,0.834419128,45_5,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,,
29_bin.41,P425,29,21,PC,2.064124,x,74.27,0.97,0,0.323075021,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
29_bin.13,P425,29,21,PC,2.42745,x,92.86,0,0,3.938021859,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
29_bin.5,P425,29,21,PC,3.665188,x,84.8,4.79,22.73,0.539233979,18_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
29_bin.33,P425,29,21,PC,4.769006,x,93.94,3.29,33.33,0.536193822,11_1,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Micromonosporaceae,Plantactinospora_A,
29_bin.3,P425,29,21,PC,7.520566,x,95.88,2.63,28.57,0.60958615,9_1,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,
29_bin.16,P425,29,21,PC,2.373661,x,62.86,0.99,50,0.499359736,93_6,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Palsa-955,
29_bin.37,P425,29,21,PC,3.140574,x,72.41,0.86,100,0.600236019,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
29_bin.50,P425,29,21,PC,2.13349,x,79.32,1.18,60,0.383531604,91_1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium_A,
29_bin.6,P425,29,21,PC,3.398306,x,83.57,4.44,25,0.404573071,95_5,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
29_bin.23,P425,29,21,PC,2.848215,x,79.11,1.7,60,0.399345813,87_1,Bacteria,Firmicutes_I,Bacilli_A,Paenibacillales,Paenibacillaceae,,
29_bin.65,P425,29,21,PC,1.68006,x,57.73,0.54,0,0.316373845,85_1,Bacteria,Firmicutes_I,Bacilli_A,Paenibacillales,Paenibacillaceae,,
29_bin.53,P425,29,21,PC,3.491647,x,89.46,3.3,0,3.46271764,46_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,,,,
29_bin.22,P425,29,21,PC,4.91024,x,93.61,3.85,0,0.850152751,53_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
29_bin.35,P425,29,21,PC,4.246819,x,97.8,4.4,0,5.542286337,55_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
29_bin.36,P425,29,21,PC,3.021013,x,61.34,4.6,33.33,0.395176988,54_3,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,AG2,
29_bin.10,P425,29,21,PC,4.176922,x,94.51,4.4,20,0.552414802,19_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,RSA9,RSA9,,
29_bin.17,P425,29,21,PC,3.528768,x,89.95,7.58,0,0.446637977,51_1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,Vulgatibacter,
29_bin.38,P425,29,21,PC,1.843147,x,59.81,1.82,50,0.292183494,5_1,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,,
29_bin.25,P425,29,21,PC,2.296395,x,52.51,7.76,71.43,7.936147862,24_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
29_bin.29,P425,29,21,PC,3.257886,x,96.86,2.51,0,2.217717664,35_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
29_bin.8,P425,29,21,PC,2.870058,x,93.05,2.95,50,1.299596071,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
29_bin.21,P425,29,21,PC,3.881245,NODE_7352_length_6448_cov_29.080992,92.73,1.23,33.33,2.350795031,33_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
29_bin.45,P425,29,21,PC,3.739738,x,60.34,0,0,0.658189301,41_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Tardiphaga,
29_bin.49,P425,29,21,PC,2.230352,x,78.31,4.46,15,0.921077746,26_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
29_bin.60,P425,29,21,PC,2.262084,x,68.38,1.39,75,1.815349361,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
29_bin.30,P425,29,21,PC,2.901035,x,95.85,1.1,50,5.159385569,29_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
29_bin.59,P425,29,21,PC,2.782147,x,89.78,0.72,0,2.679186427,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
29_bin.57,P425,29,21,PC,2.982773,x,82.29,0.4,0,1.563239756,74_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,
29_bin.56,P425,29,21,PC,3.604075,NODE_126_length_68496_cov_7.482980,97.97,1.9,25,0.681847003,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
29_bin.12,P425,29,21,PC,3.246711,x,95.65,0.08,0,1.924787627,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
29_bin.27,P425,29,21,PC,2.902197,x,72.59,1.72,100,0.581755451,77_1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
29_bin.31,P425,29,21,PC,4.626829,x,83.92,4.39,66.67,0.681630151,45_3,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,,
30_bin.2,P430,30,21,NC,1.954544,x,51.29,3.43,33.33,3.90811664,62_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,UKL13-2,GR16-43,
31_bin.37,P505,31,27,AB,2.362707,x,83.71,0.1,0,2.058639467,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
31_bin.40,P505,31,27,AB,5.555726,x,98.7,2.37,16.67,0.758337348,11_1,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Micromonosporaceae,Plantactinospora_A,
31_bin.47,P505,31,27,AB,3.151345,NODE_6020_length_5997_cov_6.142230,82.38,1.76,57.14,0.480452078,95_6,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
31_bin.44,P505,31,27,AB,4.576872,x,90.71,5.95,12.5,0.537541203,102_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium nematocida
31_bin.18,P505,31,27,AB,3.571452,NODE_1261_length_17326_cov_17.255319,97.8,5.49,40,1.691730459,46_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,,,,
31_bin.31,P505,31,27,AB,2.792841,x,54.23,3.3,33.33,0.424205452,53_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
31_bin.39,P505,31,27,AB,2.746885,x,57.98,2.4,0,0.487152176,54_7,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
31_bin.4,P505,31,27,AB,4.263999,x,97.8,3.3,0,7.948815543,55_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
31_bin.19,P505,31,27,AB,3.371133,x,67.83,2.75,0,0.412477377,19_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,RSA9,RSA9,,
31_bin.29,P505,31,27,AB,2.524715,x,79.92,2.2,45.45,7.678559068,24_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
31_bin.21,P505,31,27,AB,3.188624,x,97.02,1.17,12.5,2.258001477,35_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
31_bin.46,P505,31,27,AB,3.728361,x,73.82,5.41,51.85,0.887409034,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
31_bin.12,P505,31,27,AB,2.326413,x,68.97,0,0,1.173659854,32_2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
31_bin.15,P505,31,27,AB,4.780256,x,95.36,7.12,16.67,0.971650771,31_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
31_bin.3,P505,31,27,AB,3.866692,x,93.95,2.46,16.67,3.525248136,33_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
31_bin.26,P505,31,27,AB,4.376283,x,79.62,6.43,4.76,1.359077232,38_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
31_bin.33,P505,31,27,AB,2.794708,x,80.39,1.65,57.14,0.905648174,26_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
31_bin.9,P505,31,27,AB,2.629314,NODE_10089_length_4289_cov_42.939696,74.01,2.46,58.33,4.014769904,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
31_bin.16,P505,31,27,AB,2.68661,x,86.58,1.1,50,12.96339799,29_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
31_bin.36,P505,31,27,AB,2.592412,x,75.88,4.78,47.37,5.464641694,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
31_bin.27,P505,31,27,AB,3.355356,x,88.62,0.6,0,2.17442092,74_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,
31_bin.17,P505,31,27,AB,2.102659,x,60.09,0.69,33.33,0.389643229,71_5,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
31_bin.23,P505,31,27,AB,3.446651,x,89.66,4.98,83.33,0.639310785,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
31_bin.43,P505,31,27,AB,3.264161,x,94.49,0.45,50,1.903648105,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
31_bin.8,P505,31,27,AB,2.70605,x,60.34,1.72,0,0.457398443,45_12,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,,
32_bin.4,P510,32,27,AF,2.695654,NODE_1282_length_19166_cov_5.793441,89.97,1.46,50,0.384445731,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
32_bin.20,P510,32,27,AF,2.289206,NODE_1328_length_18752_cov_48.821954,87.44,0.25,100,3.820335292,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
32_bin.15,P510,32,27,AF,2.458112,x,67.56,0.34,50,0.347263188,93_1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Palsa-955,
32_bin.13,P510,32,27,AF,3.520244,x,87.66,0.69,25,0.650417588,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
32_bin.38,P510,32,27,AF,3.048849,x,78.35,1.19,0,0.385558634,95_3,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
32_bin.16,P510,32,27,AF,2.573162,x,50,4.31,33.33,0.322050023,53_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
32_bin.53,P510,32,27,AF,4.227563,x,96.15,3.3,0,4.175347033,55_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
32_bin.34,P510,32,27,AF,3.10116,x,95.45,0.6,0,3.842368114,35_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
32_bin.57,P510,32,27,AF,3.074468,x,97.39,2.03,0,1.960661357,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
32_bin.24,P510,32,27,AF,4.983417,x,73.28,1.72,0,0.55157126,31_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
32_bin.31,P510,32,27,AF,2.53363,x,70.69,0,0,0.803491694,32_3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
32_bin.52,P510,32,27,AF,3.869065,x,92.21,0.82,50,2.833972992,33_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
32_bin.35,P510,32,27,AF,3.003103,x,51.72,6.9,20,0.389779512,44_3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Tardiphaga,
32_bin.55,P510,32,27,AF,1.923741,x,70.12,4.97,40,0.469805491,27_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_A,
32_bin.17,P510,32,27,AF,2.807632,x,93.62,0.71,50,8.311029096,29_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
32_bin.29,P510,32,27,AF,2.814274,x,90.29,2.62,75,4.20098855,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
32_bin.23,P510,32,27,AF,3.143615,x,84.81,0.73,33.33,2.237285106,74_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,
32_bin.44,P510,32,27,AF,5.216965,x,72,0.62,50,17.06408833,61_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter sp001298955
32_bin.21,P510,32,27,AF,3.363181,x,92.39,2.91,50,0.431386791,71_5,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
32_bin.51,P510,32,27,AF,3.490086,x,98.64,1.42,50,1.18286552,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
32_bin.56,P510,32,27,AF,3.330061,x,95.29,0.08,0,1.597138128,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
32_bin.6,P510,32,27,AF,2.825797,x,98.97,0.41,50,1.967797995,78_1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,
32_bin.8,P510,32,27,AF,2.606099,x,92.98,0.93,75,0.971442483,79_1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
32_bin.37,P510,32,27,AF,4.146448,x,79.94,3.04,40,0.490564525,45_9,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,,
34_bin.44,P525,34,27,PC,2.271739,x,76.14,1.94,50,0.31839325,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
34_bin.13,P525,34,27,PC,2.331614,x,89.87,0.51,100,4.191718049,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
34_bin.17,P525,34,27,PC,2.48517,x,65.07,2.36,46.15,0.507142507,18_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
34_bin.18,P525,34,27,PC,5.740707,x,99.82,1.32,0,1.166333308,11_1,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Micromonosporaceae,Plantactinospora_A,
34_bin.11,P525,34,27,PC,7.034052,x,89.11,2.3,13.04,0.439481985,9_1,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,
34_bin.36,P525,34,27,PC,2.816953,x,61.26,1.23,33.33,0.303136246,89_1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter_B,
